Iteration,Pattern,CPU Load (%),Execution Time (ms),Energy Consumed (J)
3246,VisitorPattern,0.00,0.08,0.0000
3246,NonVisitorPattern,0.00,0.08,0.0000
3247,VisitorPattern,0.00,0.08,0.0000
3247,NonVisitorPattern,0.00,0.08,0.0000
3248,VisitorPattern,0.00,0.09,0.0000
3248,NonVisitorPattern,0.00,0.08,0.0000
3249,VisitorPattern,0.00,0.08,0.0000
3249,NonVisitorPattern,0.00,0.08,0.0000
3250,VisitorPattern,0.00,0.08,0.0000
3250,NonVisitorPattern,0.00,0.07,0.0000
3251,VisitorPattern,0.00,0.08,0.0000
3251,NonVisitorPattern,0.00,0.08,0.0000
3252,VisitorPattern,0.00,0.08,0.0000
3252,NonVisitorPattern,0.00,0.08,0.0000
3253,VisitorPattern,0.00,0.08,0.0000
3253,NonVisitorPattern,0.00,0.15,0.0000
3254,VisitorPattern,0.00,0.09,0.0000
3254,NonVisitorPattern,0.00,0.08,0.0000
3255,VisitorPattern,0.00,0.08,0.0000
3255,NonVisitorPattern,0.00,0.07,0.0000
3256,VisitorPattern,0.00,0.08,0.0000
3256,NonVisitorPattern,0.00,0.07,0.0000
3257,VisitorPattern,0.00,0.08,0.0000
3257,NonVisitorPattern,0.00,0.08,0.0000
3258,VisitorPattern,0.00,0.09,0.0000
3258,NonVisitorPattern,0.00,0.08,0.0000
3259,VisitorPattern,0.00,0.08,0.0000
3259,NonVisitorPattern,0.00,0.07,0.0000
3260,VisitorPattern,0.00,0.08,0.0000
3260,NonVisitorPattern,0.00,0.08,0.0000
3261,VisitorPattern,0.00,0.08,0.0000
3261,NonVisitorPattern,0.00,0.08,0.0000
3262,VisitorPattern,0.00,0.08,0.0000
3262,NonVisitorPattern,0.00,0.08,0.0000
3263,VisitorPattern,0.00,0.08,0.0000
3263,NonVisitorPattern,0.00,0.08,0.0000
3264,VisitorPattern,0.00,0.08,0.0000
3264,NonVisitorPattern,0.00,0.08,0.0000
3265,VisitorPattern,0.00,0.09,0.0000
3265,NonVisitorPattern,0.00,0.08,0.0000
3266,VisitorPattern,0.00,0.09,0.0000
3266,NonVisitorPattern,0.00,0.08,0.0000
3267,VisitorPattern,0.00,0.08,0.0000
3267,NonVisitorPattern,0.00,0.08,0.0000
3268,VisitorPattern,0.00,0.09,0.0000
3268,NonVisitorPattern,0.00,0.07,0.0000
3269,VisitorPattern,0.00,0.08,0.0000
3269,NonVisitorPattern,0.00,0.08,0.0000
3270,VisitorPattern,0.00,0.08,0.0000
3270,NonVisitorPattern,0.00,0.08,0.0000
3271,VisitorPattern,0.00,0.08,0.0000
3271,NonVisitorPattern,0.00,0.08,0.0000
3272,VisitorPattern,0.00,0.08,0.0000
3272,NonVisitorPattern,0.00,0.08,0.0000
3273,VisitorPattern,0.00,0.09,0.0000
3273,NonVisitorPattern,0.00,0.08,0.0000
3274,VisitorPattern,0.00,0.08,0.0000
3274,NonVisitorPattern,0.00,0.08,0.0000
3275,VisitorPattern,0.00,0.08,0.0000
3275,NonVisitorPattern,0.00,0.08,0.0000
3276,VisitorPattern,0.00,0.09,0.0000
3276,NonVisitorPattern,0.00,0.08,0.0000
3277,VisitorPattern,0.00,0.08,0.0000
3277,NonVisitorPattern,0.00,0.08,0.0000
3278,VisitorPattern,0.00,0.08,0.0000
3278,NonVisitorPattern,0.00,0.08,0.0000
3279,VisitorPattern,0.00,0.08,0.0000
3279,NonVisitorPattern,0.00,0.08,0.0000
3280,VisitorPattern,0.00,0.08,0.0000
3280,NonVisitorPattern,0.00,0.09,0.0000
3281,VisitorPattern,0.00,0.09,0.0000
3281,NonVisitorPattern,0.00,0.08,0.0000
3282,VisitorPattern,0.00,0.08,0.0000
3282,NonVisitorPattern,0.00,0.08,0.0000
3283,VisitorPattern,0.00,0.09,0.0000
3283,NonVisitorPattern,0.00,0.08,0.0000
3284,VisitorPattern,0.00,0.08,0.0000
3284,NonVisitorPattern,0.00,0.07,0.0000
3285,VisitorPattern,0.00,0.08,0.0000
3285,NonVisitorPattern,0.00,0.08,0.0000
3286,VisitorPattern,0.00,0.08,0.0000
3286,NonVisitorPattern,0.00,0.08,0.0000
3287,VisitorPattern,0.00,0.08,0.0000
3287,NonVisitorPattern,0.00,0.08,0.0000
3288,VisitorPattern,0.00,0.09,0.0000
3288,NonVisitorPattern,0.00,0.08,0.0000
3289,VisitorPattern,0.00,0.08,0.0000
3289,NonVisitorPattern,0.00,0.07,0.0000
3290,VisitorPattern,0.00,0.08,0.0000
3290,NonVisitorPattern,0.00,0.08,0.0000
3291,VisitorPattern,0.00,0.08,0.0000
3291,NonVisitorPattern,0.00,0.08,0.0000
3292,VisitorPattern,0.00,0.08,0.0000
3292,NonVisitorPattern,0.00,0.08,0.0000
3293,VisitorPattern,0.00,0.08,0.0000
3293,NonVisitorPattern,0.00,0.08,0.0000
3294,VisitorPattern,0.00,0.08,0.0000
3294,NonVisitorPattern,0.00,0.08,0.0000
3295,VisitorPattern,0.00,0.09,0.0000
3295,NonVisitorPattern,0.00,0.08,0.0000
3296,VisitorPattern,0.00,0.09,0.0000
3296,NonVisitorPattern,0.00,0.13,0.0000
3297,VisitorPattern,0.00,0.15,0.0000
3297,NonVisitorPattern,0.00,0.16,0.0000
3298,VisitorPattern,0.00,0.15,0.0000
3298,NonVisitorPattern,0.00,0.15,0.0000
3299,VisitorPattern,0.00,0.09,0.0000
3299,NonVisitorPattern,0.00,0.08,0.0000
3300,VisitorPattern,0.00,0.13,0.0000
3300,NonVisitorPattern,0.00,0.08,0.0000
3301,VisitorPattern,0.00,0.09,0.0000
3301,NonVisitorPattern,0.00,0.08,0.0000
3302,VisitorPattern,0.00,0.08,0.0000
3302,NonVisitorPattern,0.00,0.08,0.0000
3303,VisitorPattern,0.00,0.09,0.0000
3303,NonVisitorPattern,0.00,0.08,0.0000
3304,VisitorPattern,0.00,0.08,0.0000
3304,NonVisitorPattern,0.00,0.08,0.0000
3305,VisitorPattern,0.00,0.08,0.0000
3305,NonVisitorPattern,0.00,0.08,0.0000
3306,VisitorPattern,0.00,0.08,0.0000
3306,NonVisitorPattern,0.00,0.08,0.0000
3307,VisitorPattern,0.00,0.09,0.0000
3307,NonVisitorPattern,0.00,0.08,0.0000
3308,VisitorPattern,0.00,0.08,0.0000
3308,NonVisitorPattern,0.00,0.08,0.0000
3309,VisitorPattern,0.00,0.08,0.0000
3309,NonVisitorPattern,0.00,0.08,0.0000
3310,VisitorPattern,0.00,0.08,0.0000
3310,NonVisitorPattern,0.00,0.08,0.0000
3311,VisitorPattern,0.00,0.08,0.0000
3311,NonVisitorPattern,0.00,0.08,0.0000
3312,VisitorPattern,0.00,0.14,0.0000
3312,NonVisitorPattern,0.00,0.08,0.0000
3313,VisitorPattern,0.00,0.08,0.0000
3313,NonVisitorPattern,0.00,0.08,0.0000
3314,VisitorPattern,0.00,0.09,0.0000
3314,NonVisitorPattern,0.00,0.08,0.0000
3315,VisitorPattern,0.00,0.08,0.0000
3315,NonVisitorPattern,0.00,0.08,0.0000
3316,VisitorPattern,0.00,0.09,0.0000
3316,NonVisitorPattern,0.00,0.08,0.0000
3317,VisitorPattern,0.00,0.08,0.0000
3317,NonVisitorPattern,0.00,0.07,0.0000
3318,VisitorPattern,0.00,0.09,0.0000
3318,NonVisitorPattern,0.00,0.08,0.0000
3319,VisitorPattern,0.00,0.09,0.0000
3319,NonVisitorPattern,0.00,0.08,0.0000
3320,VisitorPattern,0.00,0.08,0.0000
3320,NonVisitorPattern,0.00,0.08,0.0000
3321,VisitorPattern,0.00,0.08,0.0000
3321,NonVisitorPattern,0.00,0.08,0.0000
3322,VisitorPattern,0.00,0.08,0.0000
3322,NonVisitorPattern,0.00,0.08,0.0000
3323,VisitorPattern,0.00,0.08,0.0000
3323,NonVisitorPattern,0.00,0.08,0.0000
3324,VisitorPattern,0.00,0.09,0.0000
3324,NonVisitorPattern,0.00,0.08,0.0000
3325,VisitorPattern,0.00,0.08,0.0000
3325,NonVisitorPattern,0.00,0.08,0.0000
3326,VisitorPattern,0.00,0.08,0.0000
3326,NonVisitorPattern,0.00,0.08,0.0000
3327,VisitorPattern,0.00,0.09,0.0000
3327,NonVisitorPattern,0.00,0.08,0.0000
3328,VisitorPattern,0.00,0.09,0.0000
3328,NonVisitorPattern,0.00,0.08,0.0000
3329,VisitorPattern,0.00,0.09,0.0000
3329,NonVisitorPattern,0.00,0.07,0.0000
3330,VisitorPattern,0.00,0.08,0.0000
3330,NonVisitorPattern,0.00,0.08,0.0000
3331,VisitorPattern,0.00,0.08,0.0000
3331,NonVisitorPattern,0.00,0.08,0.0000
3332,VisitorPattern,0.00,0.08,0.0000
3332,NonVisitorPattern,0.00,0.08,0.0000
3333,VisitorPattern,0.00,0.08,0.0000
3333,NonVisitorPattern,0.00,0.19,0.0000
3334,VisitorPattern,0.00,0.26,0.0000
3334,NonVisitorPattern,0.00,0.16,0.0000
3335,VisitorPattern,0.00,0.10,0.0000
3335,NonVisitorPattern,0.00,0.09,0.0000
3336,VisitorPattern,0.00,0.14,0.0000
3336,NonVisitorPattern,0.00,0.15,0.0000
3337,VisitorPattern,0.00,0.11,0.0000
3337,NonVisitorPattern,0.00,0.10,0.0000
3338,VisitorPattern,0.00,0.10,0.0000
3338,NonVisitorPattern,0.00,0.09,0.0000
3339,VisitorPattern,0.00,0.09,0.0000
3339,NonVisitorPattern,0.00,0.09,0.0000
3340,VisitorPattern,0.00,0.11,0.0000
3340,NonVisitorPattern,0.00,0.08,0.0000
3341,VisitorPattern,0.00,0.10,0.0000
3341,NonVisitorPattern,0.00,0.10,0.0000
3342,VisitorPattern,0.00,0.10,0.0000
3342,NonVisitorPattern,0.00,0.09,0.0000
3343,VisitorPattern,0.00,0.10,0.0000
3343,NonVisitorPattern,0.00,0.10,0.0000
3344,VisitorPattern,0.00,0.10,0.0000
3344,NonVisitorPattern,0.00,0.10,0.0000
3345,VisitorPattern,0.00,0.10,0.0000
3345,NonVisitorPattern,0.00,0.10,0.0000
3346,VisitorPattern,0.00,0.11,0.0000
3346,NonVisitorPattern,0.00,0.10,0.0000
3347,VisitorPattern,0.00,0.11,0.0000
3347,NonVisitorPattern,0.00,0.09,0.0000
3348,VisitorPattern,0.00,0.09,0.0000
3348,NonVisitorPattern,0.00,0.08,0.0000
3349,VisitorPattern,0.00,0.08,0.0000
3349,NonVisitorPattern,0.00,0.08,0.0000
3350,VisitorPattern,0.00,0.08,0.0000
3350,NonVisitorPattern,0.00,0.08,0.0000
3351,VisitorPattern,0.00,0.08,0.0000
3351,NonVisitorPattern,0.00,0.08,0.0000
3352,VisitorPattern,0.00,0.09,0.0000
3352,NonVisitorPattern,0.00,0.08,0.0000
3353,VisitorPattern,0.00,0.09,0.0000
3353,NonVisitorPattern,0.00,0.08,0.0000
3354,VisitorPattern,0.00,0.08,0.0000
3354,NonVisitorPattern,0.00,0.10,0.0000
3355,VisitorPattern,0.00,0.11,0.0000
3355,NonVisitorPattern,0.00,0.10,0.0000
3356,VisitorPattern,0.00,0.09,0.0000
3356,NonVisitorPattern,0.00,0.08,0.0000
3357,VisitorPattern,0.00,0.09,0.0000
3357,NonVisitorPattern,0.00,0.08,0.0000
3358,VisitorPattern,0.00,0.08,0.0000
3358,NonVisitorPattern,0.00,0.08,0.0000
3359,VisitorPattern,0.00,0.09,0.0000
3359,NonVisitorPattern,0.00,0.08,0.0000
3360,VisitorPattern,0.00,0.09,0.0000
3360,NonVisitorPattern,0.00,0.08,0.0000
3361,VisitorPattern,0.00,0.09,0.0000
3361,NonVisitorPattern,0.00,0.17,0.0000
3362,VisitorPattern,0.00,0.19,0.0000
3362,NonVisitorPattern,0.00,0.08,0.0000
3363,VisitorPattern,0.00,0.09,0.0000
3363,NonVisitorPattern,0.00,0.10,0.0000
3364,VisitorPattern,0.00,0.10,0.0000
3364,NonVisitorPattern,0.00,0.12,0.0000
3365,VisitorPattern,0.00,0.08,0.0000
3365,NonVisitorPattern,0.00,0.07,0.0000
3366,VisitorPattern,0.00,0.07,0.0000
3366,NonVisitorPattern,0.00,0.06,0.0000
3367,VisitorPattern,0.00,0.07,0.0000
3367,NonVisitorPattern,0.00,0.07,0.0000
3368,VisitorPattern,0.00,0.07,0.0000
3368,NonVisitorPattern,0.00,0.07,0.0000
3369,VisitorPattern,0.00,0.07,0.0000
3369,NonVisitorPattern,0.00,0.07,0.0000
3370,VisitorPattern,0.00,0.08,0.0000
3370,NonVisitorPattern,0.00,0.07,0.0000
3371,VisitorPattern,0.00,0.07,0.0000
3371,NonVisitorPattern,0.00,0.07,0.0000
3372,VisitorPattern,0.00,0.07,0.0000
3372,NonVisitorPattern,0.00,0.07,0.0000
3373,VisitorPattern,0.00,0.07,0.0000
3373,NonVisitorPattern,0.00,0.07,0.0000
3374,VisitorPattern,0.00,0.07,0.0000
3374,NonVisitorPattern,0.00,0.07,0.0000
3375,VisitorPattern,0.00,0.07,0.0000
3375,NonVisitorPattern,0.00,0.07,0.0000
3376,VisitorPattern,0.00,0.07,0.0000
3376,NonVisitorPattern,0.00,0.07,0.0000
3377,VisitorPattern,0.00,0.07,0.0000
3377,NonVisitorPattern,0.00,0.07,0.0000
3378,VisitorPattern,0.00,0.07,0.0000
3378,NonVisitorPattern,0.00,0.07,0.0000
3379,VisitorPattern,0.00,0.07,0.0000
3379,NonVisitorPattern,0.00,0.07,0.0000
3380,VisitorPattern,0.00,0.07,0.0000
3380,NonVisitorPattern,0.00,0.07,0.0000
3381,VisitorPattern,0.00,0.07,0.0000
3381,NonVisitorPattern,0.00,0.07,0.0000
3382,VisitorPattern,0.00,0.07,0.0000
3382,NonVisitorPattern,0.00,0.07,0.0000
3383,VisitorPattern,0.00,0.07,0.0000
3383,NonVisitorPattern,0.00,0.07,0.0000
3384,VisitorPattern,0.00,0.08,0.0000
3384,NonVisitorPattern,0.00,0.07,0.0000
3385,VisitorPattern,0.00,0.08,0.0000
3385,NonVisitorPattern,0.00,0.07,0.0000
3386,VisitorPattern,0.00,0.07,0.0000
3386,NonVisitorPattern,0.00,0.07,0.0000
3387,VisitorPattern,0.00,0.08,0.0000
3387,NonVisitorPattern,0.00,0.07,0.0000
3388,VisitorPattern,0.00,0.07,0.0000
3388,NonVisitorPattern,0.00,0.07,0.0000
3389,VisitorPattern,0.00,0.07,0.0000
3389,NonVisitorPattern,0.00,0.07,0.0000
3390,VisitorPattern,0.00,0.08,0.0000
3390,NonVisitorPattern,0.00,0.07,0.0000
3391,VisitorPattern,0.00,0.07,0.0000
3391,NonVisitorPattern,0.00,0.07,0.0000
3392,VisitorPattern,0.00,0.07,0.0000
3392,NonVisitorPattern,0.00,0.07,0.0000
3393,VisitorPattern,0.00,0.07,0.0000
3393,NonVisitorPattern,0.00,0.07,0.0000
3394,VisitorPattern,0.00,0.07,0.0000
3394,NonVisitorPattern,0.00,0.07,0.0000
3395,VisitorPattern,0.00,0.07,0.0000
3395,NonVisitorPattern,0.00,0.07,0.0000
3396,VisitorPattern,0.00,0.07,0.0000
3396,NonVisitorPattern,0.00,0.07,0.0000
3397,VisitorPattern,0.00,0.07,0.0000
3397,NonVisitorPattern,0.00,0.07,0.0000
3398,VisitorPattern,0.00,0.07,0.0000
3398,NonVisitorPattern,0.00,0.07,0.0000
3399,VisitorPattern,0.00,0.07,0.0000
3399,NonVisitorPattern,0.00,0.07,0.0000
3400,VisitorPattern,0.00,0.07,0.0000
3400,NonVisitorPattern,0.00,0.07,0.0000
3401,VisitorPattern,0.00,0.07,0.0000
3401,NonVisitorPattern,0.00,0.07,0.0000
3402,VisitorPattern,0.00,0.08,0.0000
3402,NonVisitorPattern,0.00,0.07,0.0000
3403,VisitorPattern,0.00,0.07,0.0000
3403,NonVisitorPattern,0.00,0.07,0.0000
3404,VisitorPattern,0.00,0.07,0.0000
3404,NonVisitorPattern,0.00,0.07,0.0000
3405,VisitorPattern,0.00,0.07,0.0000
3405,NonVisitorPattern,0.00,0.07,0.0000
3406,VisitorPattern,0.00,0.07,0.0000
3406,NonVisitorPattern,0.00,0.07,0.0000
3407,VisitorPattern,0.00,0.07,0.0000
3407,NonVisitorPattern,0.00,0.07,0.0000
3408,VisitorPattern,0.00,0.07,0.0000
3408,NonVisitorPattern,0.00,0.07,0.0000
3409,VisitorPattern,0.00,0.07,0.0000
3409,NonVisitorPattern,0.00,0.07,0.0000
3410,VisitorPattern,0.00,0.08,0.0000
3410,NonVisitorPattern,0.00,0.07,0.0000
3411,VisitorPattern,0.00,0.07,0.0000
3411,NonVisitorPattern,0.00,0.07,0.0000
3412,VisitorPattern,0.00,0.07,0.0000
3412,NonVisitorPattern,0.00,0.07,0.0000
3413,VisitorPattern,0.00,0.07,0.0000
3413,NonVisitorPattern,0.00,0.07,0.0000
3414,VisitorPattern,0.00,0.07,0.0000
3414,NonVisitorPattern,0.00,0.07,0.0000
3415,VisitorPattern,0.02,0.16,0.2344
3415,NonVisitorPattern,0.00,0.08,0.0000
3416,VisitorPattern,0.00,0.12,0.0000
3416,NonVisitorPattern,0.00,0.08,0.0000
3417,VisitorPattern,0.00,0.08,0.0000
3417,NonVisitorPattern,0.00,0.08,0.0000
3418,VisitorPattern,0.00,0.08,0.0000
3418,NonVisitorPattern,0.00,0.11,0.0000
3419,VisitorPattern,0.00,0.11,0.0000
3419,NonVisitorPattern,0.00,0.08,0.0000
3420,VisitorPattern,0.00,0.09,0.0000
3420,NonVisitorPattern,0.00,0.08,0.0000
3421,VisitorPattern,0.00,0.09,0.0000
3421,NonVisitorPattern,0.00,0.08,0.0000
3422,VisitorPattern,0.00,0.08,0.0000
3422,NonVisitorPattern,0.00,0.08,0.0000
3423,VisitorPattern,0.00,0.08,0.0000
3423,NonVisitorPattern,0.00,0.08,0.0000
3424,VisitorPattern,0.00,0.08,0.0000
3424,NonVisitorPattern,0.00,0.07,0.0000
3425,VisitorPattern,0.00,0.10,0.0000
3425,NonVisitorPattern,0.00,0.08,0.0000
3426,VisitorPattern,0.00,0.09,0.0000
3426,NonVisitorPattern,0.00,0.08,0.0000
3427,VisitorPattern,0.00,0.08,0.0000
3427,NonVisitorPattern,0.00,0.08,0.0000
3428,VisitorPattern,0.00,0.08,0.0000
3428,NonVisitorPattern,0.00,0.08,0.0000
3429,VisitorPattern,0.00,0.08,0.0000
3429,NonVisitorPattern,0.00,0.08,0.0000
3430,VisitorPattern,0.00,0.08,0.0000
3430,NonVisitorPattern,0.00,0.10,0.0000
3431,VisitorPattern,0.00,0.09,0.0000
3431,NonVisitorPattern,0.00,0.08,0.0000
3432,VisitorPattern,0.00,0.08,0.0000
3432,NonVisitorPattern,0.00,0.07,0.0000
3433,VisitorPattern,0.00,0.08,0.0000
3433,NonVisitorPattern,0.00,0.09,0.0000
3434,VisitorPattern,0.00,0.09,0.0000
3434,NonVisitorPattern,0.00,0.08,0.0000
3435,VisitorPattern,0.00,0.08,0.0000
3435,NonVisitorPattern,0.00,0.07,0.0000
3436,VisitorPattern,0.00,0.08,0.0000
3436,NonVisitorPattern,0.00,0.08,0.0000
3437,VisitorPattern,0.00,0.08,0.0000
3437,NonVisitorPattern,0.00,0.08,0.0000
3438,VisitorPattern,0.00,0.08,0.0000
3438,NonVisitorPattern,0.00,0.08,0.0000
3439,VisitorPattern,0.00,0.08,0.0000
3439,NonVisitorPattern,0.00,0.08,0.0000
3440,VisitorPattern,0.00,0.09,0.0000
3440,NonVisitorPattern,0.00,0.08,0.0000
3441,VisitorPattern,0.00,0.08,0.0000
3441,NonVisitorPattern,0.00,0.08,0.0000
3442,VisitorPattern,0.00,0.08,0.0000
3442,NonVisitorPattern,0.00,0.08,0.0000
3443,VisitorPattern,0.00,0.08,0.0000
3443,NonVisitorPattern,0.00,0.08,0.0000
3444,VisitorPattern,0.00,0.08,0.0000
3444,NonVisitorPattern,0.00,0.08,0.0000
3445,VisitorPattern,0.00,0.08,0.0000
3445,NonVisitorPattern,0.00,0.08,0.0000
3446,VisitorPattern,0.00,0.08,0.0000
3446,NonVisitorPattern,0.00,0.08,0.0000
3447,VisitorPattern,0.00,0.08,0.0000
3447,NonVisitorPattern,0.00,0.08,0.0000
3448,VisitorPattern,0.00,0.08,0.0000
3448,NonVisitorPattern,0.00,0.08,0.0000
3449,VisitorPattern,0.00,0.08,0.0000
3449,NonVisitorPattern,0.00,0.08,0.0000
3450,VisitorPattern,0.00,0.08,0.0000
3450,NonVisitorPattern,0.00,0.08,0.0000
3451,VisitorPattern,0.00,0.16,0.0000
3451,NonVisitorPattern,0.00,0.12,0.0000
3452,VisitorPattern,0.00,0.11,0.0000
3452,NonVisitorPattern,0.00,0.11,0.0000
3453,VisitorPattern,0.00,0.11,0.0000
3453,NonVisitorPattern,0.00,0.11,0.0000
3454,VisitorPattern,0.00,0.11,0.0000
3454,NonVisitorPattern,0.00,0.11,0.0000
3455,VisitorPattern,0.00,0.11,0.0000
3455,NonVisitorPattern,0.00,0.17,0.0000
3456,VisitorPattern,0.00,0.09,0.0000
3456,NonVisitorPattern,0.00,0.08,0.0000
3457,VisitorPattern,0.00,0.08,0.0000
3457,NonVisitorPattern,0.00,0.08,0.0000
3458,VisitorPattern,0.00,0.08,0.0000
3458,NonVisitorPattern,0.00,0.08,0.0000
3459,VisitorPattern,0.00,0.08,0.0000
3459,NonVisitorPattern,0.00,0.08,0.0000
3460,VisitorPattern,0.00,0.08,0.0000
3460,NonVisitorPattern,0.00,0.08,0.0000
3461,VisitorPattern,0.00,0.08,0.0000
3461,NonVisitorPattern,0.00,0.07,0.0000
3462,VisitorPattern,0.00,0.07,0.0000
3462,NonVisitorPattern,0.00,0.07,0.0000
3463,VisitorPattern,0.00,0.07,0.0000
3463,NonVisitorPattern,0.00,0.07,0.0000
3464,VisitorPattern,0.00,0.07,0.0000
3464,NonVisitorPattern,0.00,0.07,0.0000
3465,VisitorPattern,0.00,0.07,0.0000
3465,NonVisitorPattern,0.00,0.07,0.0000
3466,VisitorPattern,0.00,0.07,0.0000
3466,NonVisitorPattern,0.00,0.07,0.0000
3467,VisitorPattern,0.00,0.08,0.0000
3467,NonVisitorPattern,0.00,0.07,0.0000
3468,VisitorPattern,0.00,0.07,0.0000
3468,NonVisitorPattern,0.00,0.07,0.0000
3469,VisitorPattern,0.00,0.07,0.0000
3469,NonVisitorPattern,0.00,0.07,0.0000
3470,VisitorPattern,0.00,0.07,0.0000
3470,NonVisitorPattern,0.00,0.07,0.0000
3471,VisitorPattern,0.00,0.07,0.0000
3471,NonVisitorPattern,0.00,0.07,0.0000
3472,VisitorPattern,0.00,0.08,0.0000
3472,NonVisitorPattern,0.00,0.07,0.0000
3473,VisitorPattern,0.00,0.07,0.0000
3473,NonVisitorPattern,0.00,0.07,0.0000
3474,VisitorPattern,0.00,0.07,0.0000
3474,NonVisitorPattern,0.00,0.07,0.0000
3475,VisitorPattern,0.00,0.07,0.0000
3475,NonVisitorPattern,0.00,0.07,0.0000
3476,VisitorPattern,0.00,0.07,0.0000
3476,NonVisitorPattern,0.00,0.07,0.0000
3477,VisitorPattern,0.00,0.07,0.0000
3477,NonVisitorPattern,0.00,0.07,0.0000
3478,VisitorPattern,0.00,0.07,0.0000
3478,NonVisitorPattern,0.00,0.07,0.0000
3479,VisitorPattern,0.00,0.07,0.0000
3479,NonVisitorPattern,0.00,0.07,0.0000
3480,VisitorPattern,0.00,0.07,0.0000
3480,NonVisitorPattern,0.00,0.07,0.0000
3481,VisitorPattern,0.00,0.07,0.0000
3481,NonVisitorPattern,0.00,0.07,0.0000
3482,VisitorPattern,0.00,0.08,0.0000
3482,NonVisitorPattern,0.00,0.07,0.0000
3483,VisitorPattern,0.00,0.07,0.0000
3483,NonVisitorPattern,0.00,0.07,0.0000
3484,VisitorPattern,0.00,0.07,0.0000
3484,NonVisitorPattern,0.00,0.07,0.0000
3485,VisitorPattern,0.00,0.07,0.0000
3485,NonVisitorPattern,0.00,0.07,0.0000
3486,VisitorPattern,0.00,0.07,0.0000
3486,NonVisitorPattern,0.00,0.07,0.0000
3487,VisitorPattern,0.00,0.08,0.0000
3487,NonVisitorPattern,0.00,0.07,0.0000
3488,VisitorPattern,0.00,0.07,0.0000
3488,NonVisitorPattern,0.00,0.07,0.0000
3489,VisitorPattern,0.00,0.08,0.0000
3489,NonVisitorPattern,0.00,0.07,0.0000
3490,VisitorPattern,0.00,0.08,0.0000
3490,NonVisitorPattern,0.00,0.07,0.0000
3491,VisitorPattern,0.00,0.07,0.0000
3491,NonVisitorPattern,0.00,0.06,0.0000
3492,VisitorPattern,0.00,0.07,0.0000
3492,NonVisitorPattern,0.00,0.07,0.0000
3493,VisitorPattern,0.00,0.07,0.0000
3493,NonVisitorPattern,0.00,0.07,0.0000
3494,VisitorPattern,0.00,0.07,0.0000
3494,NonVisitorPattern,0.00,0.07,0.0000
3495,VisitorPattern,0.00,0.08,0.0000
3495,NonVisitorPattern,0.00,0.07,0.0000
3496,VisitorPattern,0.00,0.08,0.0000
3496,NonVisitorPattern,0.00,0.07,0.0000
3497,VisitorPattern,0.00,0.08,0.0000
3497,NonVisitorPattern,0.00,0.08,0.0000
3498,VisitorPattern,0.00,0.08,0.0000
3498,NonVisitorPattern,0.00,0.08,0.0000
3499,VisitorPattern,0.00,0.08,0.0000
3499,NonVisitorPattern,0.00,0.08,0.0000
3500,VisitorPattern,0.00,0.32,0.0000
3500,NonVisitorPattern,0.00,0.13,0.0000
3501,VisitorPattern,0.00,0.08,0.0000
3501,NonVisitorPattern,0.00,0.08,0.0000
3502,VisitorPattern,0.00,0.09,0.0000
3502,NonVisitorPattern,0.00,0.09,0.0000
3503,VisitorPattern,0.00,0.08,0.0000
3503,NonVisitorPattern,0.00,0.08,0.0000
3504,VisitorPattern,0.00,0.08,0.0000
3504,NonVisitorPattern,0.00,0.08,0.0000
3505,VisitorPattern,0.00,0.08,0.0000
3505,NonVisitorPattern,0.00,0.08,0.0000
3506,VisitorPattern,0.00,0.08,0.0000
3506,NonVisitorPattern,0.00,0.08,0.0000
3507,VisitorPattern,0.00,0.08,0.0000
3507,NonVisitorPattern,0.00,0.08,0.0000
3508,VisitorPattern,0.00,0.08,0.0000
3508,NonVisitorPattern,0.00,0.08,0.0000
3509,VisitorPattern,0.00,0.08,0.0000
3509,NonVisitorPattern,0.00,0.08,0.0000
3510,VisitorPattern,0.00,0.09,0.0000
3510,NonVisitorPattern,0.00,0.08,0.0000
3511,VisitorPattern,0.00,0.08,0.0000
3511,NonVisitorPattern,0.00,0.08,0.0000
3512,VisitorPattern,0.00,0.08,0.0000
3512,NonVisitorPattern,0.00,0.08,0.0000
3513,VisitorPattern,0.00,0.09,0.0000
3513,NonVisitorPattern,0.00,0.08,0.0000
3514,VisitorPattern,0.00,0.08,0.0000
3514,NonVisitorPattern,0.00,0.08,0.0000
3515,VisitorPattern,0.00,0.08,0.0000
3515,NonVisitorPattern,0.00,0.08,0.0000
3516,VisitorPattern,0.00,0.09,0.0000
3516,NonVisitorPattern,0.00,0.08,0.0000
3517,VisitorPattern,0.00,0.09,0.0000
3517,NonVisitorPattern,0.00,0.08,0.0000
3518,VisitorPattern,0.00,0.09,0.0000
3518,NonVisitorPattern,0.00,0.08,0.0000
3519,VisitorPattern,0.00,0.09,0.0000
3519,NonVisitorPattern,0.00,0.08,0.0000
3520,VisitorPattern,0.00,0.08,0.0000
3520,NonVisitorPattern,0.00,0.08,0.0000
3521,VisitorPattern,0.00,0.08,0.0000
3521,NonVisitorPattern,0.00,0.08,0.0000
3522,VisitorPattern,0.00,0.08,0.0000
3522,NonVisitorPattern,0.00,0.08,0.0000
3523,VisitorPattern,0.00,2.03,0.0000
3523,NonVisitorPattern,0.00,0.13,0.0000
3524,VisitorPattern,0.00,0.13,0.0000
3524,NonVisitorPattern,0.00,0.12,0.0000
